area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
1654,3,4,1.0,2.0,22,5,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.5,15.2,3.0,4,6720000
760,2,2,2.0,2.0,5,9,10,Apartment,Furnished,Under Construction,Koramangala,5.0,2.8,2.0,2,10900000
1577,4,4,3.0,2.0,25,5,10,Apartment,Unfurnished,Ready to Move,Electronic City,5.9,21.1,4.0,1,6850000
1835,4,4,1.0,1.0,1,5,5,Apartment,Furnished,Ready to Move,HSR Layout,4.8,7.8,1.0,1,23800000
1989,4,5,,1.0,3,2,5,Independent House,Unfurnished,Under Construction,Electronic City,4.2,20.0,1.0,0,9460000
824,2,2,2.0,1.0,12,3,3,Apartment,Unfurnished,Under Construction,Whitefield,3.6,20.0,4.0,3,4960000
1691,3,3,3.0,1.0,12,13,15,Apartment,Furnished,Ready to Move,Jayanagar,5.4,6.2,4.0,3,19490000
1016,2,3,1.0,1.0,10,4,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.0,24.0,3.0,0,7820000
1027,2,3,2.0,1.0,15,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.5,15.1,3.0,2,7800000
410,1,2,3.0,1.0,9,10,15,Independent House,Furnished,Ready to Move,HSR Layout,6.1,5.5,2.0,0,5280000
1171,2,2,1.0,2.0,8,1,5,Apartment,Semi-Furnished,Ready to Move,Jayanagar,5.5,5.1,3.0,3,12740000
871,4,5,1.0,1.0,4,4,7,Independent House,Unfurnished,Ready to Move,Yelahanka,1.5,12.7,4.0,1,4990000
1108,2,3,3.0,1.0,5,2,15,Independent House,Furnished,Under Construction,Marathahalli,5.5,6.2,6.0,1,8290000
1127,2,3,2.0,1.0,4,3,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.7,6.3,2.0,0,12570000
2557,5,6,1.0,0.0,7,9,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.2,23.7,5.0,0,13220000
690,1,2,2.0,2.0,4,1,5,Apartment,Furnished,Under Construction,Electronic City,2.0,22.2,6.0,2,3400000
1382,3,3,1.0,1.0,1,5,5,Villa,Semi-Furnished,Under Construction,Marathahalli,6.4,15.3,1.0,1,13540000
961,2,2,1.0,1.0,0,3,10,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.5,7.0,1.0,2,7980000
587,1,2,1.0,1.0,20,2,3,Apartment,Furnished,Ready to Move,Marathahalli,1.2,10.9,2.0,1,3840000
3274,4,4,2.0,1.0,0,19,20,Apartment,Furnished,Under Construction,Jayanagar,7.1,4.9,4.0,1,42770000
1205,2,2,2.0,1.0,0,1,7,Villa,Unfurnished,Ready to Move,Sarjapur Road,2.5,22.1,1.0,2,8460000
1596,3,3,1.0,0.0,4,6,7,Apartment,Furnished,Under Construction,Indiranagar,10.0,6.1,7.0,1,23390000
776,2,3,2.0,1.0,2,3,7,Apartment,Semi-Furnished,Under Construction,Whitefield,5.9,15.4,2.0,3,5270000
565,1,1,1.0,1.0,4,4,20,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.1,6.4,6.0,2,5830000
460,1,2,2.0,2.0,0,5,10,Apartment,Furnished,Under Construction,Banashankari,4.0,11.8,4.0,0,3870000
1106,2,2,1.0,1.0,1,5,7,Independent House,Furnished,Under Construction,Koramangala,7.8,6.3,5.0,2,17770000
565,1,1,1.0,1.0,12,2,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,21.9,3.0,2,3210000
1085,3,3,2.0,0.0,11,7,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,7.7,5.5,0.0,2,14070000
1422,3,3,1.0,1.0,0,6,10,Villa,Semi-Furnished,Under Construction,Jayanagar,5.1,6.4,2.0,3,23530000
788,2,3,2.0,1.0,8,6,7,Apartment,Unfurnished,Ready to Move,Whitefield,4.5,19.0,6.0,2,4830000
978,2,3,1.0,0.0,7,3,7,Villa,Furnished,Ready to Move,Indiranagar,10.0,6.8,5.0,2,20820000
1656,4,5,0.0,1.0,9,7,7,Apartment,Furnished,Under Construction,Sarjapur Road,2.9,15.5,3.0,1,10890000
2010,4,4,0.0,1.0,5,3,3,Apartment,Furnished,Under Construction,Electronic City,3.3,19.4,3.0,1,13690000
1610,3,3,2.0,1.0,2,2,3,Villa,Semi-Furnished,Ready to Move,Marathahalli,7.9,14.0,0.0,0,15840000
1978,4,4,1.0,1.0,8,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.6,9.2,3.0,1,14320000
875,2,2,2.0,2.0,3,3,7,Villa,Furnished,Under Construction,Yelahanka,0.7,16.8,5.0,3,6500000
988,2,2,2.0,1.0,1,16,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.2,3.9,1.0,1,10090000
1595,3,4,1.0,1.0,4,6,10,Independent House,Unfurnished,Ready to Move,Electronic City,5.8,25.5,3.0,1,10020000
1089,3,3,1.0,2.0,11,23,25,Apartment,Furnished,Ready to Move,Koramangala,9.6,1.0,2.0,1,17260000
1472,3,3,1.0,1.0,5,1,7,Apartment,Furnished,Ready to Move,Banashankari,3.2,10.7,3.0,1,12630000
1200,2,3,3.0,1.0,2,3,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.6,14.3,2.0,0,5590000
3121,5,5,1.0,1.0,14,1,15,Independent House,Unfurnished,Under Construction,Jayanagar,6.4,1.7,4.0,2,37090000
2023,4,5,1.0,0.0,17,1,10,Independent House,Unfurnished,Ready to Move,Hebbal,6.2,12.5,0.0,2,17260000
1071,2,3,1.0,1.0,4,10,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,5.7,8.7,1.0,1,10540000
1526,3,3,2.0,2.0,3,2,10,Independent House,Semi-Furnished,Under Construction,Marathahalli,4.7,17.5,4.0,3,12550000
1093,2,2,2.0,1.0,7,8,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,7.2,23.4,1.0,1,8780000
565,2,3,3.0,1.0,0,10,15,Apartment,Furnished,Ready to Move,Sarjapur Road,0.0,15.4,8.0,3,3970000
654,2,2,2.0,1.0,9,6,10,Independent House,Semi-Furnished,Under Construction,Koramangala,8.9,4.6,0.0,2,8640000
1140,2,2,1.0,1.0,12,22,25,Independent House,Semi-Furnished,Ready to Move,Hebbal,7.0,6.7,3.0,1,10050000
384,1,2,1.0,1.0,4,17,20,Villa,Furnished,Ready to Move,Hebbal,2.7,12.2,2.0,3,4660000
2160,4,4,2.0,1.0,1,2,7,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,2.6,19.0,4.0,1,15240000
883,2,2,3.0,1.0,0,1,3,Apartment,Furnished,Under Construction,Whitefield,3.7,18.9,5.0,2,6460000
1121,3,4,1.0,1.0,8,3,3,Independent House,Furnished,Ready to Move,Electronic City,2.2,16.5,3.0,2,7370000
588,1,2,1.0,2.0,2,2,5,Apartment,Unfurnished,Ready to Move,HSR Layout,5.1,8.2,6.0,4,5370000
988,2,2,2.0,1.0,4,2,3,Apartment,Furnished,Under Construction,Electronic City,2.8,27.7,2.0,2,6300000
2844,4,4,1.0,1.0,3,1,7,Apartment,Unfurnished,Under Construction,Whitefield,5.6,21.2,2.0,2,17770000
1225,3,3,1.0,1.0,1,2,3,Apartment,Furnished,Ready to Move,Yelahanka,5.2,14.5,5.0,3,8570000
3606,5,5,3.0,1.0,5,7,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.6,5.5,1.0,2,47350000
2997,5,6,2.0,1.0,4,1,5,Apartment,Semi-Furnished,Under Construction,Electronic City,4.8,23.2,2.0,2,18010000
824,2,3,1.0,2.0,7,1,10,Apartment,Semi-Furnished,Under Construction,Electronic City,6.1,17.4,6.0,2,3620000
1101,2,3,1.0,1.0,2,3,5,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,1.0,1.0,1,14590000
2226,4,4,1.0,1.0,1,10,15,Apartment,Unfurnished,Ready to Move,Marathahalli,4.2,11.8,6.0,0,16820000
2820,5,5,3.0,2.0,13,15,15,Apartment,Furnished,Ready to Move,Jayanagar,8.8,4.5,3.0,1,41990000
1474,3,3,3.0,0.0,9,6,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.6,21.4,3.0,2,6850000
1232,3,3,2.0,1.0,11,2,20,Villa,Semi-Furnished,Under Construction,Jayanagar,6.3,6.2,0.0,1,16740000
1168,3,3,1.0,1.0,1,3,5,Independent House,Furnished,Ready to Move,Banashankari,4.6,6.4,1.0,2,13190000
1094,2,2,0.0,1.0,2,8,15,Independent House,Unfurnished,Ready to Move,Hebbal,6.5,12.2,1.0,1,10670000
1337,3,3,2.0,2.0,6,4,10,Apartment,Furnished,Ready to Move,HSR Layout,8.5,3.9,3.0,2,16170000
1967,4,5,1.0,1.0,15,4,7,Villa,Semi-Furnished,Under Construction,Yelahanka,3.9,13.3,1.0,3,11180000
1478,3,4,2.0,1.0,17,3,3,Apartment,Unfurnished,Under Construction,Whitefield,3.7,17.8,2.0,2,8090000
579,1,1,2.0,1.0,14,2,5,Apartment,Furnished,Ready to Move,Hebbal,4.3,8.9,1.0,3,5360000
678,2,2,1.0,1.0,0,5,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,0.6,25.7,5.0,4,3910000
1194,2,3,3.0,0.0,13,6,10,Independent House,Unfurnished,Ready to Move,Yelahanka,3.5,18.0,5.0,1,5190000
973,2,3,0.0,2.0,18,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.4,8.4,9.0,2,8040000
1918,4,4,2.0,0.0,0,2,10,Apartment,Furnished,Ready to Move,Hebbal,3.4,8.2,1.0,3,15510000
597,1,2,1.0,1.0,4,3,5,Apartment,Unfurnished,Ready to Move,Hebbal,5.7,8.2,1.0,0,3960000
994,2,3,2.0,1.0,6,2,3,Independent House,Semi-Furnished,Ready to Move,Electronic City,4.0,21.4,1.0,1,6740000
1095,2,2,2.0,2.0,2,8,20,Villa,Furnished,Ready to Move,Whitefield,2.1,20.6,0.0,4,12930000
1550,3,3,0.0,1.0,5,5,10,Apartment,Furnished,Under Construction,Electronic City,2.9,23.2,3.0,0,8430000
1600,3,3,1.0,1.0,17,2,7,Apartment,Furnished,Under Construction,Koramangala,10.0,1.0,1.0,2,19200000
1206,2,2,1.0,1.0,16,1,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,2.7,17.5,0.0,1,6840000
1117,2,2,1.0,1.0,22,1,7,Villa,Semi-Furnished,Ready to Move,Electronic City,3.4,21.8,3.0,0,7360000
919,2,3,2.0,1.0,5,7,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.9,11.6,2.0,3,7570000
1085,3,4,1.0,2.0,4,5,7,Independent House,Unfurnished,Ready to Move,Marathahalli,4.0,16.3,3.0,0,8260000
1266,2,2,1.0,0.0,8,1,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.0,7.7,3.0,2,9340000
1904,4,4,1.0,1.0,4,9,10,Villa,Semi-Furnished,Ready to Move,Koramangala,9.4,1.0,5.0,5,40330000
1267,3,4,2.0,1.0,0,2,3,Apartment,Furnished,Under Construction,Hebbal,6.9,11.7,3.0,1,11130000
358,1,1,2.0,2.0,10,6,10,Apartment,Unfurnished,Ready to Move,Yelahanka,2.5,14.1,4.0,5,1390000
1494,3,3,1.0,1.0,2,7,15,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.5,2.1,1.0,1,22600000
978,2,3,2.0,1.0,0,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.3,11.7,3.0,3,7160000
975,3,3,2.0,0.0,0,10,20,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,,19.7,4.0,4,5740000
1036,2,2,0.0,1.0,21,3,7,Independent House,Semi-Furnished,Under Construction,Koramangala,6.9,1.0,2.0,2,11460000
1260,3,3,2.0,1.0,2,1,5,Apartment,Unfurnished,Ready to Move,Jayanagar,6.9,11.5,3.0,0,12520000
2153,3,3,1.0,1.0,4,5,10,Villa,Unfurnished,Ready to Move,Electronic City,2.4,19.8,3.0,0,17180000
1772,4,4,0.0,1.0,24,2,5,Independent House,Semi-Furnished,Ready to Move,Koramangala,6.9,5.9,2.0,2,29330000
867,2,2,1.0,1.0,5,3,3,Apartment,Furnished,Ready to Move,Electronic City,3.7,20.0,4.0,4,5100000
783,2,3,1.0,1.0,0,2,3,Villa,Furnished,Ready to Move,Whitefield,4.1,15.4,6.0,2,9360000
1757,3,3,2.0,2.0,6,12,15,Villa,Semi-Furnished,Ready to Move,Whitefield,4.6,19.6,2.0,3,14350000
1850,4,4,0.0,1.0,0,1,3,Apartment,Furnished,Under Construction,Koramangala,5.7,1.0,2.0,3,26900000
1710,4,4,0.0,1.0,0,5,7,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.4,8.4,3.0,1,15380000
627,1,1,1.0,1.0,15,1,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,3.3,5.9,2.0,1,4790000
687,2,3,2.0,1.0,2,6,15,Apartment,Unfurnished,Ready to Move,Banashankari,3.1,5.9,5.0,1,4910000
1575,3,3,2.0,1.0,9,10,10,Villa,Furnished,Under Construction,Indiranagar,8.5,5.5,3.0,2,33080000
1288,2,3,1.0,1.0,5,3,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.2,25.1,3.0,5,6800000
1057,2,2,2.0,0.0,2,1,15,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.5,5.7,4.0,2,12830000
1071,2,2,3.0,1.0,5,5,15,Apartment,Unfurnished,Under Construction,Indiranagar,8.8,2.8,6.0,3,12490000
1643,3,4,1.0,1.0,0,2,10,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.8,21.2,2.0,3,16370000
2683,4,4,2.0,0.0,3,3,7,Independent House,Unfurnished,Ready to Move,Marathahalli,3.6,15.3,4.0,1,18650000
3477,5,6,1.0,1.0,5,8,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.3,9.1,3.0,0,36930000
1033,2,2,0.0,1.0,2,13,20,Villa,Furnished,Ready to Move,Marathahalli,2.3,18.1,5.0,3,11080000
1653,3,3,1.0,0.0,8,3,3,Independent House,Unfurnished,Ready to Move,Marathahalli,2.9,13.1,2.0,4,10050000
1645,4,5,0.0,0.0,0,3,7,Apartment,Semi-Furnished,Under Construction,Koramangala,9.6,8.5,1.0,1,28380000
1097,2,3,3.0,1.0,5,6,7,Apartment,Unfurnished,Ready to Move,Whitefield,3.8,18.0,4.0,0,6020000
1118,3,4,1.0,1.0,10,2,10,Villa,Furnished,Under Construction,Hebbal,7.9,14.6,6.0,0,14210000
880,2,3,2.0,2.0,4,3,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,9.7,4.3,1.0,4,18340000
364,2,3,1.0,0.0,16,1,5,Independent House,Unfurnished,Ready to Move,Whitefield,6.1,20.8,2.0,4,2640000
1026,2,2,2.0,0.0,8,1,5,Apartment,Furnished,Ready to Move,Banashankari,2.2,1.9,3.0,2,8690000
479,1,1,1.0,0.0,25,18,20,Apartment,Furnished,Under Construction,Whitefield,5.9,26.5,1.0,1,2640000
1711,3,3,2.0,1.0,2,14,15,Apartment,Furnished,Under Construction,Sarjapur Road,2.4,19.0,0.0,4,11860000
1024,2,2,0.0,1.0,22,13,20,Apartment,Unfurnished,Ready to Move,Banashankari,5.7,11.1,1.0,1,6270000
1163,2,2,2.0,1.0,7,12,15,Apartment,Semi-Furnished,Under Construction,HSR Layout,5.8,5.9,3.0,6,9470000
744,2,3,2.0,2.0,10,4,7,Independent House,Furnished,Ready to Move,Koramangala,8.3,4.5,3.0,5,12200000
2415,4,4,2.0,1.0,18,4,5,Apartment,Furnished,Under Construction,Koramangala,6.3,3.5,2.0,1,31460000
1989,3,4,0.0,2.0,6,7,10,Independent House,Furnished,Ready to Move,Electronic City,0.8,18.8,2.0,1,15930000
1613,3,3,1.0,0.0,15,1,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.6,23.9,2.0,4,12710000
1621,3,3,2.0,0.0,6,1,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.2,18.4,1.0,3,9440000
982,2,3,0.0,1.0,7,6,7,Apartment,Furnished,Under Construction,Whitefield,3.0,19.8,2.0,2,6610000
850,2,2,1.0,0.0,4,9,20,Apartment,Unfurnished,Ready to Move,Jayanagar,4.1,7.9,3.0,3,8390000
1613,3,3,1.0,2.0,1,2,3,Apartment,Semi-Furnished,Ready to Move,Banashankari,0.7,5.4,2.0,0,14090000
663,2,2,1.0,1.0,6,2,5,Independent House,Furnished,Under Construction,Hebbal,5.8,12.5,4.0,2,6520000
870,2,3,1.0,1.0,30,1,10,Independent House,Unfurnished,Ready to Move,Marathahalli,3.6,14.3,2.0,2,5040000
904,3,3,2.0,1.0,12,20,20,Apartment,Unfurnished,Ready to Move,Electronic City,2.4,22.4,1.0,0,4870000
816,2,2,1.0,1.0,11,1,20,Apartment,Semi-Furnished,Under Construction,Marathahalli,4.3,17.1,4.0,4,3970000
1071,2,3,0.0,0.0,8,3,10,Independent House,Furnished,Under Construction,Jayanagar,8.2,4.7,0.0,4,13610000
1541,3,3,1.0,1.0,3,2,3,Apartment,Furnished,Under Construction,Indiranagar,9.1,3.4,3.0,1,27630000
959,2,3,1.0,1.0,1,7,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.3,2.2,2.0,2,12470000
1447,3,3,2.0,2.0,2,17,20,Apartment,Furnished,Ready to Move,Yelahanka,6.2,14.0,5.0,2,9310000
871,3,3,0.0,1.0,0,4,10,Independent House,Semi-Furnished,Under Construction,Indiranagar,7.7,8.3,3.0,2,13540000
1295,3,4,2.0,1.0,8,8,15,Apartment,Furnished,Ready to Move,Koramangala,5.9,3.8,6.0,1,22720000
1209,3,4,1.0,0.0,13,4,7,Apartment,Unfurnished,Ready to Move,Electronic City,3.5,25.1,3.0,2,5110000
824,2,3,1.0,2.0,2,2,3,Independent House,Semi-Furnished,Ready to Move,Electronic City,2.9,22.8,4.0,1,5870000
1063,2,3,1.0,0.0,0,6,10,Apartment,Unfurnished,Under Construction,Hebbal,6.4,9.4,5.0,0,7740000
786,2,2,0.0,2.0,3,3,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.9,13.5,4.0,0,4770000
835,2,2,2.0,1.0,2,23,25,Apartment,Unfurnished,Under Construction,Sarjapur Road,3.4,13.6,4.0,3,4110000
1631,5,5,1.0,0.0,4,15,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.0,17.3,6.0,1,14790000
1882,4,5,2.0,1.0,2,8,10,Apartment,Furnished,Under Construction,Electronic City,4.5,25.1,4.0,2,12250000
743,2,3,3.0,2.0,3,2,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,8.9,8.9,2.0,2,15430000
558,1,2,2.0,1.0,19,13,15,Villa,Unfurnished,Ready to Move,Whitefield,3.9,20.3,2.0,3,3910000
445,1,1,1.0,1.0,3,3,3,Apartment,Furnished,Ready to Move,HSR Layout,6.1,12.8,4.0,3,5080000
969,2,2,1.0,0.0,12,5,25,Independent House,Unfurnished,Under Construction,Sarjapur Road,3.6,16.3,4.0,1,5390000
922,2,3,3.0,1.0,7,6,10,Apartment,Furnished,Ready to Move,Koramangala,5.8,2.1,1.0,1,13000000
1868,3,4,2.0,0.0,3,17,25,Apartment,Furnished,Ready to Move,Jayanagar,8.4,8.3,3.0,5,27800000
2198,4,5,2.0,2.0,13,12,15,Apartment,Semi-Furnished,Under Construction,HSR Layout,8.0,10.5,3.0,4,23090000
884,3,4,1.0,2.0,7,5,5,Apartment,Unfurnished,Ready to Move,Whitefield,4.4,22.2,3.0,2,6670000
709,2,2,2.0,2.0,0,3,5,Apartment,Semi-Furnished,Under Construction,HSR Layout,6.2,10.2,2.0,1,6250000
960,2,2,2.0,0.0,0,3,7,Apartment,Furnished,Under Construction,Banashankari,3.2,6.9,3.0,2,7010000
1139,3,3,1.0,1.0,11,6,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,7.6,11.4,2.0,2,9450000
812,4,4,2.0,0.0,4,3,7,Independent House,Unfurnished,Ready to Move,Banashankari,6.9,8.9,5.0,1,7230000
2539,4,4,1.0,1.0,4,1,10,Apartment,Furnished,Ready to Move,Indiranagar,9.3,5.7,3.0,2,47850000
2288,4,4,0.0,2.0,1,5,7,Independent House,Semi-Furnished,Ready to Move,Whitefield,5.6,17.2,4.0,2,22410000
1545,3,3,2.0,1.0,1,1,3,Apartment,Unfurnished,Ready to Move,Jayanagar,8.5,5.6,0.0,3,16850000
1229,3,4,0.0,2.0,12,5,25,Apartment,Furnished,Ready to Move,Indiranagar,10.0,1.0,4.0,4,18460000
1031,2,3,1.0,2.0,14,3,7,Apartment,Furnished,Ready to Move,Hebbal,3.7,11.0,3.0,2,9770000
1202,3,4,1.0,1.0,6,11,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.9,17.2,1.0,1,8240000
988,2,2,1.0,1.0,2,1,3,Apartment,Unfurnished,Ready to Move,Indiranagar,9.4,1.0,4.0,4,14390000
775,2,2,1.0,0.0,21,14,15,Independent House,Semi-Furnished,Ready to Move,Koramangala,8.3,10.6,2.0,2,9080000
1824,3,3,3.0,1.0,7,2,5,Independent House,Semi-Furnished,Under Construction,Electronic City,4.5,19.7,5.0,2,11000000
651,2,3,1.0,1.0,12,1,10,Independent House,Unfurnished,Ready to Move,Sarjapur Road,4.6,15.2,4.0,2,3970000
685,1,1,1.0,2.0,0,2,10,Apartment,Furnished,Under Construction,Indiranagar,9.0,9.9,0.0,1,10450000
554,1,1,2.0,1.0,4,4,20,Independent House,Furnished,Ready to Move,Electronic City,0.0,18.5,2.0,0,3480000
496,1,2,1.0,1.0,16,2,7,Apartment,Semi-Furnished,Under Construction,Electronic City,5.1,17.6,3.0,3,2290000
568,1,1,0.0,1.0,3,1,5,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.9,4.4,2.0,2,8220000
1089,2,3,0.0,2.0,10,10,20,Independent House,Unfurnished,Ready to Move,Hebbal,8.1,10.5,5.0,0,8750000
1209,2,2,0.0,1.0,8,3,7,Villa,Semi-Furnished,Ready to Move,Yelahanka,2.3,14.1,2.0,1,8230000
1009,2,2,1.0,1.0,1,2,5,Apartment,Unfurnished,Under Construction,Banashankari,1.9,5.2,3.0,1,5730000
2301,5,5,1.0,1.0,11,2,10,Apartment,Unfurnished,Ready to Move,Hebbal,4.7,11.4,1.0,1,18190000
960,2,3,1.0,1.0,0,1,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.0,26.9,3.0,0,5920000
1295,2,3,2.0,1.0,10,4,7,Villa,Furnished,Ready to Move,Sarjapur Road,3.0,13.2,2.0,1,11410000
1777,3,3,0.0,0.0,37,5,7,Apartment,Semi-Furnished,Ready to Move,Indiranagar,10.0,7.5,4.0,0,18080000
2363,4,4,3.0,1.0,25,2,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,5.3,14.6,3.0,2,23980000
1622,3,3,2.0,2.0,12,10,10,Apartment,Unfurnished,Ready to Move,Hebbal,4.8,10.1,3.0,1,11850000
1082,2,3,0.0,1.0,6,6,7,Apartment,Semi-Furnished,Under Construction,Whitefield,4.0,21.1,3.0,4,6960000
1724,3,4,3.0,1.0,8,8,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,7.2,15.6,5.0,0,9180000
1272,3,4,1.0,0.0,10,12,20,Apartment,Unfurnished,Ready to Move,Indiranagar,7.3,1.0,3.0,1,19110000
1020,3,3,1.0,0.0,0,3,5,Apartment,Unfurnished,Ready to Move,Marathahalli,4.9,17.7,0.0,3,5810000
1419,3,3,1.0,1.0,0,12,15,Villa,Unfurnished,Ready to Move,Marathahalli,2.2,14.1,6.0,3,12940000
1672,4,4,2.0,1.0,7,16,20,Independent House,Semi-Furnished,Ready to Move,Yelahanka,3.5,14.4,2.0,1,11370000
1577,4,5,1.0,2.0,0,4,10,Independent House,Unfurnished,Under Construction,Marathahalli,2.6,9.4,1.0,2,12340000
1198,3,4,0.0,1.0,19,7,25,Independent House,Furnished,Ready to Move,Marathahalli,5.6,15.6,3.0,1,9070000
1422,2,2,0.0,1.0,5,5,7,Independent House,Furnished,Ready to Move,Whitefield,5.7,20.5,3.0,1,13600000
1438,3,3,2.0,1.0,2,5,15,Apartment,Unfurnished,Under Construction,Jayanagar,7.1,7.8,4.0,2,13880000
2144,4,4,1.0,1.0,4,8,10,Independent House,Semi-Furnished,Under Construction,Koramangala,5.9,5.7,1.0,3,32000000
415,1,1,0.0,2.0,15,7,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.6,15.6,2.0,6,2360000
1767,5,6,1.0,1.0,20,5,15,Apartment,Furnished,Under Construction,Jayanagar,6.2,1.0,0.0,3,19980000
794,2,2,2.0,1.0,0,8,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,4.9,17.7,1.0,3,5100000
1802,3,4,1.0,1.0,12,1,5,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.0,19.5,1.0,5,13350000
2133,4,5,1.0,2.0,6,3,5,Apartment,Semi-Furnished,Under Construction,Whitefield,6.1,20.5,3.0,3,13620000
1063,2,3,2.0,1.0,7,1,15,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,5.1,22.6,0.0,3,7620000
1606,3,4,0.0,1.0,12,9,15,Apartment,Unfurnished,Ready to Move,Whitefield,2.3,19.9,1.0,3,9110000
837,2,3,2.0,0.0,2,6,10,Apartment,Unfurnished,Ready to Move,Whitefield,,22.1,1.0,2,4720000
1213,2,3,3.0,2.0,6,8,10,Apartment,Unfurnished,Ready to Move,Whitefield,4.3,21.1,3.0,1,8120000
829,2,2,2.0,2.0,3,3,5,Apartment,Unfurnished,Ready to Move,Banashankari,6.2,3.8,3.0,2,5610000
1217,2,3,0.0,0.0,0,6,7,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.6,14.1,3.0,4,7490000
1034,2,3,1.0,2.0,0,12,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.6,25.5,3.0,2,5970000
1798,5,5,0.0,1.0,1,11,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.0,7.4,3.0,4,26190000
2381,5,6,3.0,1.0,7,4,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.7,23.1,2.0,4,15250000
610,2,3,3.0,0.0,0,13,25,Independent House,Unfurnished,Ready to Move,Sarjapur Road,0.9,14.9,5.0,4,3790000
1725,3,4,1.0,2.0,6,16,20,Villa,Unfurnished,Under Construction,Marathahalli,3.3,16.2,3.0,2,12310000
547,1,1,2.0,0.0,7,2,5,Apartment,Furnished,Under Construction,Koramangala,9.4,4.7,3.0,3,6200000
304,1,2,2.0,1.0,18,6,7,Apartment,Unfurnished,Ready to Move,Koramangala,9.2,3.1,1.0,1,2800000
1021,2,2,1.0,0.0,7,2,5,Apartment,Furnished,Ready to Move,Whitefield,1.0,22.0,4.0,1,7590000
2499,5,6,1.0,2.0,33,1,10,Independent House,Furnished,Ready to Move,Marathahalli,4.3,14.8,6.0,4,20770000
1406,4,4,0.0,0.0,0,15,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,5.1,15.8,2.0,3,9450000
1268,2,2,1.0,1.0,9,4,5,Apartment,Furnished,Ready to Move,HSR Layout,7.1,10.0,7.0,0,16820000
970,2,2,2.0,1.0,0,2,20,Independent House,Semi-Furnished,Ready to Move,Whitefield,5.3,22.0,1.0,1,7600000
894,2,2,3.0,0.0,10,5,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,7.4,23.3,0.0,1,6380000
1288,3,3,0.0,1.0,3,1,15,Apartment,Furnished,Ready to Move,Banashankari,4.6,7.6,2.0,1,11660000
