area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price,property_type_encoded,furnishing_encoded,availability_encoded,location_encoded
1057.0,2,3,1,1,14,8,15,Apartment,Unfurnished,Under Construction,Electronic City,3.9,22.5,2,1,3960000,0,2,1,1
2712.875,4,5,1,1,19,4,5,Independent House,Unfurnished,Under Construction,Hebbal,7.9,9.1,0,3,25860000,1,2,1,3
501.0,2,3,1,1,6,4,25,Apartment,Unfurnished,Ready to Move,Jayanagar,7.8,10.0,3,2,5100000,0,2,0,5
2511.0,4,4,3,1,4,3,10,Apartment,Furnished,Ready to Move,Indiranagar,7.5,4.0,3,5,45530000,0,0,0,4
1415.0,3,3,0,1,16,13,15,Apartment,Unfurnished,Under Construction,Whitefield,5.1,21.1,3,2,7980000,0,2,1,9
1032.0,2,3,1,1,4,2,10,Apartment,Furnished,Ready to Move,Electronic City,3.9,15.2,5,0,7180000,0,0,0,1
1168.0,3,4,1,1,8,1,10,Apartment,Unfurnished,Ready to Move,Electronic City,2.1,21.2,2,2,6620000,0,2,0,1
1697.0,4,5,3,1,7,8,25,Independent House,Unfurnished,Ready to Move,Electronic City,2.7,20.9,1,5,9010000,1,2,0,1
2195.0,4,5,2,1,3,5,5,Independent House,Furnished,Under Construction,Marathahalli,3.4,16.8,1,6,19630000,1,0,1,7
1403.0,2,3,1,1,0,7,7,Independent House,Semi-Furnished,Ready to Move,Jayanagar,6.8,7.6,1,3,18110000,1,1,0,5
1140.0,2,2,3,1,0,5,5,Independent House,Semi-Furnished,Ready to Move,Marathahalli,3.6,17.1,2,3,9900000,1,1,0,7
1190.0,2,3,1,1,4,3,5,Villa,Semi-Furnished,Ready to Move,Sarjapur Road,4.1,19.3,5,0,9510000,2,1,0,8
528.0,1,2,1,1,5,2,15,Apartment,Unfurnished,Ready to Move,Hebbal,5.6,15.7,3,4,4080000,0,2,0,3
1231.0,3,4,2,1,13,3,3,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,5.6,19.3,7,0,9030000,1,1,0,8
1687.0,4,5,1,1,4,12,20,Independent House,Semi-Furnished,Ready to Move,Banashankari,5.5,3.9,2,2,18410000,1,1,0,0
857.0,2,3,2,1,2,6,10,Independent House,Unfurnished,Under Construction,Whitefield,3.3,19.7,5,3,5630000,1,2,1,9
825.0,3,3,3,1,4,7,7,Apartment,Furnished,Under Construction,Koramangala,10.0,3.9,5,1,11760000,0,0,1,6
1197.0,3,4,2,1,2,6,7,Apartment,Semi-Furnished,Under Construction,Whitefield,3.3,10.2,1,0,9770000,0,1,1,9
843.0,2,3,1,1,0,4,5,Independent House,Unfurnished,Ready to Move,Marathahalli,3.4,11.0,0,1,6270000,1,2,0,7
916.0,2,3,1,1,0,1,20,Villa,Semi-Furnished,Ready to Move,Yelahanka,3.9,22.1,6,1,6230000,2,1,0,10
1436.0,3,4,0,1,3,10,15,Independent House,Furnished,Ready to Move,HSR Layout,10.0,9.2,3,1,21870000,1,0,0,2
2144.0,4,4,1,1,0,1,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.6,15.7,1,3,12540000,0,1,0,10
1395.0,3,4,0,1,1,1,3,Apartment,Semi-Furnished,Under Construction,Whitefield,3.4,13.5,3,4,7830000,0,1,1,9
486.0,1,2,1,1,12,5,7,Apartment,Furnished,Ready to Move,Yelahanka,0.5,12.0,5,3,2170000,0,0,0,10
576.0,2,3,2,1,2,3,5,Independent House,Semi-Furnished,Under Construction,Electronic City,0.8,23.5,5,2,3230000,1,1,1,1
486.0,1,1,2,1,0,9,15,Apartment,Semi-Furnished,Under Construction,Whitefield,4.8,18.6,3,3,2540000,0,1,1,9
1127.0,3,4,0,1,23,14,15,Apartment,Unfurnished,Under Construction,Indiranagar,9.5,1.7,3,1,11800000,0,2,1,4
1530.0,3,3,1,1,7,9,10,Independent House,Semi-Furnished,Ready to Move,HSR Layout,4.2,13.9,1,4,19500000,1,1,0,2
1122.0,2,3,1,1,0,6,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.7,7.9,2,3,13030000,0,1,0,2
2375.0,4,4,0,1,0,4,5,Independent House,Furnished,Ready to Move,Electronic City,1.4,18.1,6,5,21320000,1,0,0,1
1611.0,3,4,1,1,7,1,10,Apartment,Unfurnished,Ready to Move,Hebbal,3.6,12.1,4,2,12760000,0,2,0,3
1362.0,3,3,1,1,6,10,15,Independent House,Unfurnished,Under Construction,Jayanagar,7.6,3.6,4,2,13370000,1,2,1,5
2507.0,4,5,2,1,0,1,3,Apartment,Unfurnished,Ready to Move,Electronic City,2.2,19.6,3,3,13620000,0,2,0,1
467.0,1,2,2,1,2,2,7,Independent House,Semi-Furnished,Ready to Move,Marathahalli,6.0,13.8,3,2,3540000,1,1,0,7
1397.0,4,4,1,1,21,2,10,Independent House,Unfurnished,Ready to Move,Sarjapur Road,2.8,16.1,3,3,9200000,1,2,0,8
1138.0,2,3,2,1,6,4,7,Apartment,Furnished,Under Construction,HSR Layout,8.0,5.0,1,4,13160000,0,0,1,2
916.0,2,3,0,1,4,1,10,Apartment,Furnished,Ready to Move,Electronic City,6.7,23.7,3,1,5980000,0,0,0,1
1501.0,4,5,2,1,2,5,10,Apartment,Semi-Furnished,Under Construction,Koramangala,6.9,6.6,4,2,16850000,0,1,1,6
1669.0,4,4,1,1,1,5,7,Villa,Unfurnished,Ready to Move,Koramangala,10.0,3.2,3,0,33530000,2,2,0,6
1157.0,3,4,1,1,4,1,5,Independent House,Semi-Furnished,Under Construction,Sarjapur Road,3.7,19.9,2,2,7280000,1,1,1,8
1412.0,3,3,0,1,20,5,5,Apartment,Furnished,Ready to Move,Koramangala,7.1,2.9,1,4,19660000,0,0,0,6
1698.0,3,4,1,1,0,7,10,Villa,Unfurnished,Ready to Move,Jayanagar,6.2,1.0,2,0,26390000,2,2,0,5
1860.0,4,5,2,1,24,3,5,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.1,20.7,4,4,7490000,0,1,1,8
522.0,2,2,3,1,1,11,20,Independent House,Semi-Furnished,Under Construction,Whitefield,6.4,19.7,3,2,4140000,1,1,1,9
1924.0,4,4,2,1,4,13,15,Independent House,Furnished,Ready to Move,Jayanagar,8.6,6.5,1,0,33670000,1,0,0,5
1356.0,3,3,1,1,0,6,7,Apartment,Unfurnished,Under Construction,HSR Layout,8.3,9.7,5,0,14950000,0,2,1,2
1337.0,3,4,2,1,7,2,15,Apartment,Unfurnished,Ready to Move,Banashankari,2.7,7.5,3,1,8960000,0,2,0,0
830.0,2,2,2,1,5,9,10,Apartment,Semi-Furnished,Under Construction,Indiranagar,9.0,5.4,2,0,11540000,0,1,1,4
1460.0,3,4,2,1,8,2,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,2.7,12.5,4,0,10730000,0,1,0,3
2026.0,4,5,2,1,6,2,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.2,9.8,5,0,25390000,0,1,0,5
1393.0,3,4,2,1,4,1,10,Apartment,Unfurnished,Ready to Move,Whitefield,3.6,21.3,0,1,8780000,0,2,0,9
2712.875,4,6,2,1,10,1,3,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.8,17.5,4,4,22440000,0,1,0,7
868.0,2,2,2,1,0,4,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,3.9,12.5,1,2,7160000,0,1,0,0
1263.0,3,4,0,1,6,3,3,Apartment,Semi-Furnished,Ready to Move,Marathahalli,1.4,9.2,7,1,9280000,0,1,0,7
2552.0,4,5,1,1,0,4,7,Apartment,Furnished,Ready to Move,Hebbal,6.3,15.8,2,1,29760000,0,0,0,3
1556.0,3,4,2,1,4,5,7,Apartment,Furnished,Ready to Move,Yelahanka,4.4,18.0,3,3,8870000,0,0,0,10
1631.0,3,3,2,1,12,6,10,Independent House,Furnished,Ready to Move,HSR Layout,6.5,11.5,3,2,20360000,1,0,0,2
1743.0,3,3,1,1,1,5,5,Villa,Furnished,Under Construction,HSR Layout,3.2,13.0,2,2,24980000,2,0,1,2
2210.0,4,4,3,1,21,1,3,Apartment,Semi-Furnished,Under Construction,Marathahalli,5.1,13.2,3,6,12900000,0,1,1,7
2371.0,4,4,1,1,17,6,7,Apartment,Unfurnished,Ready to Move,Electronic City,2.2,23.8,5,1,12220000,0,2,0,1
649.0,2,2,1,1,4,4,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,5.8,8.8,4,0,6470000,1,1,0,3
2081.0,4,4,1,1,0,6,7,Independent House,Unfurnished,Ready to Move,Yelahanka,2.3,11.8,3,4,11390000,1,2,0,10
915.0,2,3,3,1,12,1,7,Apartment,Unfurnished,Under Construction,Electronic City,2.8,23.6,2,3,3600000,0,2,1,1
1268.0,2,2,1,1,17,5,10,Apartment,Semi-Furnished,Under Construction,HSR Layout,7.1,9.8,4,2,10060000,0,1,1,2
2371.0,4,5,1,1,1,9,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.8,12.0,6,2,23010000,0,1,0,3
830.0,2,2,1,1,19,4,10,Apartment,Semi-Furnished,Under Construction,HSR Layout,6.1,7.6,2,1,7050000,0,1,1,2
2149.0,4,5,1,1,19,1,3,Apartment,Furnished,Ready to Move,Hebbal,5.8,13.2,4,2,22490000,0,0,0,3
981.0,2,3,2,1,5,5,5,Apartment,Furnished,Ready to Move,Indiranagar,10.0,3.7,6,2,19270000,0,0,0,4
599.0,1,2,1,1,12,1,5,Villa,Semi-Furnished,Ready to Move,Marathahalli,3.9,13.9,6,3,3890000,2,1,0,7
1114.0,3,4,2,1,4,4,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,5.6,18.5,1,3,9600000,0,1,0,9
1018.0,2,2,3,1,6,1,3,Apartment,Unfurnished,Under Construction,Marathahalli,2.2,11.6,4,4,5280000,0,2,1,7
1336.0,3,4,0,1,3,7,7,Apartment,Furnished,Under Construction,Indiranagar,10.0,4.4,4,3,22700000,0,0,1,4
1003.0,2,2,2,1,1,4,10,Apartment,Unfurnished,Under Construction,Marathahalli,2.8,17.6,2,2,5560000,0,2,1,7
812.0,2,2,1,1,10,2,7,Apartment,Furnished,Ready to Move,Koramangala,7.8,2.6,3,5,12430000,0,0,0,6
485.0,1,1,1,1,0,3,15,Apartment,Furnished,Ready to Move,Sarjapur Road,4.4,17.6,2,1,3510000,0,0,0,8
1173.0,2,2,2,1,6,4,7,Independent House,Semi-Furnished,Ready to Move,Hebbal,3.8,11.2,1,0,10850000,1,1,0,3
1105.0,3,3,2,1,16,8,25,Apartment,Furnished,Ready to Move,HSR Layout,8.0,8.1,1,6,14450000,0,0,0,2
764.0,2,3,1,1,2,14,25,Villa,Semi-Furnished,Ready to Move,Whitefield,3.3,23.7,2,1,9240000,2,1,0,9
1385.0,3,3,0,1,3,1,15,Independent House,Furnished,Under Construction,Whitefield,5.6,15.9,1,0,11340000,1,0,1,9
1691.0,4,5,3,1,7,2,25,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.6,13.7,1,2,11450000,0,1,0,7
1152.0,3,4,2,1,2,4,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,4.9,11.5,1,2,7570000,0,1,1,7
2042.0,4,4,1,1,15,11,15,Apartment,Unfurnished,Ready to Move,Jayanagar,7.7,7.7,1,1,19040000,0,2,0,5
664.0,2,2,1,1,3,5,7,Independent House,Semi-Furnished,Under Construction,HSR Layout,10.0,10.4,3,4,7600000,1,1,1,2
758.0,2,3,0,1,6,6,15,Independent House,Furnished,Under Construction,Electronic City,4.0,25.5,0,1,5130000,1,0,1,1
2712.875,4,4,1,1,2,3,7,Villa,Furnished,Ready to Move,Marathahalli,4.2,16.2,4,2,31950000,2,0,0,7
1528.0,3,3,1,1,0,7,7,Apartment,Furnished,Ready to Move,Jayanagar,7.2,6.2,2,2,20710000,0,0,0,5
1190.0,3,4,1,1,1,3,25,Villa,Unfurnished,Under Construction,Banashankari,6.6,10.2,5,5,11770000,2,2,1,0
1517.0,3,3,1,1,0,4,5,Apartment,Semi-Furnished,Under Construction,Koramangala,10.0,6.5,2,2,21250000,0,1,1,6
1057.0,2,2,2,1,5,5,15,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.4,15.3,4,3,6640000,0,1,0,8
659.0,1,1,1,1,7,5,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.0,24.3,3,1,3620000,0,1,0,1
1364.0,3,3,2,1,0,3,7,Apartment,Semi-Furnished,Ready to Move,Indiranagar,10.0,5.9,3,1,24960000,0,1,0,4
1673.0,3,3,1,1,0,4,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,1.6,19.5,4,4,12720000,1,1,0,8
829.0,3,3,1,1,5,5,5,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.1,16.8,0,1,4740000,0,1,1,8
1577.0,4,4,1,1,12,3,20,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.1,5.4,1,2,13050000,0,1,0,0
981.0,2,2,2,1,7,10,25,Apartment,Semi-Furnished,Under Construction,Koramangala,7.8,1.0,1,0,12270000,0,1,1,6
1012.0,2,3,1,1,0,3,15,Independent House,Semi-Furnished,Under Construction,Whitefield,4.3,9.8,3,4,7720000,1,1,1,9
1635.0,4,4,0,1,17,8,15,Villa,Unfurnished,Under Construction,Sarjapur Road,1.2,15.9,4,1,10500000,2,2,1,8
1472.0,3,4,0,1,19,3,3,Apartment,Furnished,Ready to Move,Marathahalli,2.7,21.3,3,1,9280000,0,0,0,7
1225.0,3,3,1,1,3,6,7,Apartment,Unfurnished,Ready to Move,HSR Layout,7.7,12.5,1,1,14160000,0,2,0,2
897.0,2,2,1,1,7,7,7,Apartment,Semi-Furnished,Under Construction,Whitefield,1.3,21.0,1,4,5760000,0,1,1,9
1144.0,2,3,2,1,5,7,10,Independent House,Unfurnished,Ready to Move,Whitefield,4.2,22.9,3,3,8300000,1,2,0,9
1654.0,3,4,1,1,22,5,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.5,15.2,3,4,6720000,0,1,0,10
760.0,2,2,2,1,5,9,10,Apartment,Furnished,Under Construction,Koramangala,5.0,2.8,2,2,10900000,0,0,1,6
1577.0,4,4,3,1,24,5,10,Apartment,Unfurnished,Ready to Move,Electronic City,5.9,21.1,4,1,6850000,0,2,0,1
1835.0,4,4,1,1,1,5,5,Apartment,Furnished,Ready to Move,HSR Layout,4.8,7.8,1,1,23800000,0,0,0,2
1989.0,4,5,1,1,3,2,5,Independent House,Unfurnished,Under Construction,Electronic City,4.2,20.0,1,0,9460000,1,2,1,1
824.0,2,2,2,1,12,3,3,Apartment,Unfurnished,Under Construction,Whitefield,3.6,20.0,4,3,4960000,0,2,1,9
1691.0,3,3,3,1,12,13,15,Apartment,Furnished,Ready to Move,Jayanagar,5.4,6.2,4,3,19490000,0,0,0,5
1016.0,2,3,1,1,10,4,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.0,24.0,3,0,7820000,0,1,0,9
1027.0,2,3,2,1,15,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.5,15.1,3,2,7800000,0,2,0,3
410.0,1,2,3,1,9,10,15,Independent House,Furnished,Ready to Move,HSR Layout,6.1,5.5,2,0,5280000,1,0,0,2
1171.0,2,2,1,1,8,1,5,Apartment,Semi-Furnished,Ready to Move,Jayanagar,5.5,5.1,3,3,12740000,0,1,0,5
871.0,4,5,1,1,4,4,7,Independent House,Unfurnished,Ready to Move,Yelahanka,1.5,12.7,4,1,4990000,1,2,0,10
1108.0,2,3,3,1,5,2,15,Independent House,Furnished,Under Construction,Marathahalli,5.5,6.2,6,1,8290000,1,0,1,7
1127.0,2,3,2,1,4,3,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.7,6.3,2,0,12570000,0,1,0,5
2557.0,4,6,1,1,7,9,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.2,23.7,5,0,13220000,0,2,0,1
690.0,1,2,2,1,4,1,5,Apartment,Furnished,Under Construction,Electronic City,2.0,22.2,6,2,3400000,0,0,1,1
1382.0,3,3,1,1,1,5,5,Villa,Semi-Furnished,Under Construction,Marathahalli,6.4,15.3,1,1,13540000,2,1,1,7
961.0,2,2,1,1,0,3,10,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.5,7.0,1,2,7980000,0,1,0,0
587.0,1,2,1,1,20,2,3,Apartment,Furnished,Ready to Move,Marathahalli,1.2,10.9,2,1,3840000,0,0,0,7
2712.875,4,4,2,1,0,14,20,Apartment,Furnished,Under Construction,Jayanagar,7.1,4.9,4,1,42770000,0,0,1,5
1205.0,2,2,2,1,0,1,7,Villa,Unfurnished,Ready to Move,Sarjapur Road,2.5,22.1,1,2,8460000,2,2,0,8
1596.0,3,3,1,1,4,6,7,Apartment,Furnished,Under Construction,Indiranagar,10.0,6.1,7,1,23390000,0,0,1,4
776.0,2,3,2,1,2,3,7,Apartment,Semi-Furnished,Under Construction,Whitefield,5.9,15.4,2,3,5270000,0,1,1,9
565.0,1,1,1,1,4,4,20,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.1,6.4,6,2,5830000,0,1,0,5
460.0,1,2,2,1,0,5,10,Apartment,Furnished,Under Construction,Banashankari,4.0,11.8,4,0,3870000,0,0,1,0
1106.0,2,2,1,1,1,5,7,Independent House,Furnished,Under Construction,Koramangala,7.8,6.3,5,2,17770000,1,0,1,6
565.0,1,1,1,1,12,2,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,21.9,3,2,3210000,0,1,0,8
1085.0,3,3,2,1,11,7,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,7.7,5.5,0,2,14070000,1,1,0,2
1422.0,3,3,1,1,0,6,10,Villa,Semi-Furnished,Under Construction,Jayanagar,5.1,6.4,2,3,23530000,2,1,1,5
788.0,2,3,2,1,8,6,7,Apartment,Unfurnished,Ready to Move,Whitefield,4.5,19.0,6,2,4830000,0,2,0,9
978.0,2,3,1,1,7,3,7,Villa,Furnished,Ready to Move,Indiranagar,10.0,6.8,5,2,20820000,2,0,0,4
1656.0,4,5,0,1,9,7,7,Apartment,Furnished,Under Construction,Sarjapur Road,2.9,15.5,3,1,10890000,0,0,1,8
2010.0,4,4,0,1,5,3,3,Apartment,Furnished,Under Construction,Electronic City,3.3,19.4,3,1,13690000,0,0,1,1
1610.0,3,3,2,1,2,2,3,Villa,Semi-Furnished,Ready to Move,Marathahalli,7.9,14.0,0,0,15840000,2,1,0,7
1978.0,4,4,1,1,8,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.6,9.2,3,1,14320000,0,2,0,3
875.0,2,2,2,1,3,3,7,Villa,Furnished,Under Construction,Yelahanka,0.7,16.8,5,3,6500000,2,0,1,10
988.0,2,2,2,1,1,14,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.2,3.9,1,1,10090000,0,1,0,2
1595.0,3,4,1,1,4,6,10,Independent House,Unfurnished,Ready to Move,Electronic City,5.8,25.5,3,1,10020000,1,2,0,1
1089.0,3,3,1,1,11,14,25,Apartment,Furnished,Ready to Move,Koramangala,9.6,1.0,2,1,17260000,0,0,0,6
1472.0,3,3,1,1,5,1,7,Apartment,Furnished,Ready to Move,Banashankari,3.2,10.7,3,1,12630000,0,0,0,0
1200.0,2,3,3,1,2,3,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.6,14.3,2,0,5590000,0,1,0,10
2712.875,4,5,1,1,14,1,15,Independent House,Unfurnished,Under Construction,Jayanagar,6.4,1.7,4,2,37090000,1,2,1,5
2023.0,4,5,1,1,17,1,10,Independent House,Unfurnished,Ready to Move,Hebbal,6.2,12.5,0,2,17260000,1,2,0,3
1071.0,2,3,1,1,4,10,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,5.7,8.7,1,1,10540000,0,1,1,5
1526.0,3,3,2,1,3,2,10,Independent House,Semi-Furnished,Under Construction,Marathahalli,4.7,17.5,4,3,12550000,1,1,1,7
1093.0,2,2,2,1,7,8,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,7.2,23.4,1,1,8780000,0,1,0,9
565.0,2,3,3,1,0,10,15,Apartment,Furnished,Ready to Move,Sarjapur Road,0.0,15.4,7,3,3970000,0,0,0,8
654.0,2,2,2,1,9,6,10,Independent House,Semi-Furnished,Under Construction,Koramangala,8.9,4.6,0,2,8640000,1,1,1,6
1140.0,2,2,1,1,12,14,25,Independent House,Semi-Furnished,Ready to Move,Hebbal,7.0,6.7,3,1,10050000,1,1,0,3
384.0,1,2,1,1,4,14,20,Villa,Furnished,Ready to Move,Hebbal,2.7,12.2,2,3,4660000,2,0,0,3
2160.0,4,4,2,1,1,2,7,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,2.6,19.0,4,1,15240000,1,1,0,8
883.0,2,2,3,1,0,1,3,Apartment,Furnished,Under Construction,Whitefield,3.7,18.9,5,2,6460000,0,0,1,9
1121.0,3,4,1,1,8,3,3,Independent House,Furnished,Ready to Move,Electronic City,2.2,16.5,3,2,7370000,1,0,0,1
588.0,1,2,1,1,2,2,5,Apartment,Unfurnished,Ready to Move,HSR Layout,5.1,8.2,6,4,5370000,0,2,0,2
988.0,2,2,2,1,4,2,3,Apartment,Furnished,Under Construction,Electronic City,2.8,27.7,2,2,6300000,0,0,1,1
2712.875,4,4,1,1,3,1,7,Apartment,Unfurnished,Under Construction,Whitefield,5.6,21.2,2,2,17770000,0,2,1,9
1225.0,3,3,1,1,1,2,3,Apartment,Furnished,Ready to Move,Yelahanka,5.2,14.5,5,3,8570000,0,0,0,10
2712.875,4,5,3,1,5,7,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.6,5.5,1,2,47350000,0,1,0,5
2712.875,4,6,2,1,4,1,5,Apartment,Semi-Furnished,Under Construction,Electronic City,4.8,23.2,2,2,18010000,0,1,1,1
824.0,2,3,1,1,7,1,10,Apartment,Semi-Furnished,Under Construction,Electronic City,6.1,17.4,6,2,3620000,0,1,1,1
1101.0,2,3,1,1,2,3,5,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,1.0,1,1,14590000,0,2,0,4
2226.0,4,4,1,1,1,10,15,Apartment,Unfurnished,Ready to Move,Marathahalli,4.2,11.8,6,0,16820000,0,2,0,7
2712.875,4,5,3,1,13,14,15,Apartment,Furnished,Ready to Move,Jayanagar,8.8,4.5,3,1,41990000,0,0,0,5
1474.0,3,3,3,1,9,6,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.6,21.4,3,2,6850000,0,1,0,10
1232.0,3,3,2,1,11,2,20,Villa,Semi-Furnished,Under Construction,Jayanagar,6.3,6.2,0,1,16740000,2,1,1,5
1168.0,3,3,1,1,1,3,5,Independent House,Furnished,Ready to Move,Banashankari,4.6,6.4,1,2,13190000,1,0,0,0
1094.0,2,2,0,1,2,8,15,Independent House,Unfurnished,Ready to Move,Hebbal,6.5,12.2,1,1,10670000,1,2,0,3
1337.0,3,3,2,1,6,4,10,Apartment,Furnished,Ready to Move,HSR Layout,8.5,3.9,3,2,16170000,0,0,0,2
1967.0,4,5,1,1,15,4,7,Villa,Semi-Furnished,Under Construction,Yelahanka,3.9,13.3,1,3,11180000,2,1,1,10
1478.0,3,4,2,1,17,3,3,Apartment,Unfurnished,Under Construction,Whitefield,3.7,17.8,2,2,8090000,0,2,1,9
579.0,1,1,2,1,14,2,5,Apartment,Furnished,Ready to Move,Hebbal,4.3,8.9,1,3,5360000,0,0,0,3
678.0,2,2,1,1,0,5,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,0.6,25.7,5,4,3910000,0,1,0,1
1194.0,2,3,3,1,13,6,10,Independent House,Unfurnished,Ready to Move,Yelahanka,3.5,18.0,5,1,5190000,1,2,0,10
973.0,2,3,0,1,18,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.4,8.4,7,2,8040000,0,1,0,3
1918.0,4,4,2,1,0,2,10,Apartment,Furnished,Ready to Move,Hebbal,3.4,8.2,1,3,15510000,0,0,0,3
597.0,1,2,1,1,4,3,5,Apartment,Unfurnished,Ready to Move,Hebbal,5.7,8.2,1,0,3960000,0,2,0,3
994.0,2,3,2,1,6,2,3,Independent House,Semi-Furnished,Ready to Move,Electronic City,4.0,21.4,1,1,6740000,1,1,0,1
1095.0,2,2,2,1,2,8,20,Villa,Furnished,Ready to Move,Whitefield,2.1,20.6,0,4,12930000,2,0,0,9
1550.0,3,3,0,1,5,5,10,Apartment,Furnished,Under Construction,Electronic City,2.9,23.2,3,0,8430000,0,0,1,1
1600.0,3,3,1,1,17,2,7,Apartment,Furnished,Under Construction,Koramangala,10.0,1.0,1,2,19200000,0,0,1,6
1206.0,2,2,1,1,16,1,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,2.7,17.5,0,1,6840000,0,1,0,8
1117.0,2,2,1,1,22,1,7,Villa,Semi-Furnished,Ready to Move,Electronic City,3.4,21.8,3,0,7360000,2,1,0,1
919.0,2,3,2,1,5,7,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.9,11.6,2,3,7570000,0,1,0,0
1085.0,3,4,1,1,4,5,7,Independent House,Unfurnished,Ready to Move,Marathahalli,4.0,16.3,3,0,8260000,1,2,0,7
1266.0,2,2,1,1,8,1,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.0,7.7,3,2,9340000,0,1,0,3
1904.0,4,4,1,1,4,9,10,Villa,Semi-Furnished,Ready to Move,Koramangala,9.4,1.0,5,5,40330000,2,1,0,6
1267.0,3,4,2,1,0,2,3,Apartment,Furnished,Under Construction,Hebbal,6.9,11.7,3,1,11130000,0,0,1,3
358.0,1,1,2,1,10,6,10,Apartment,Unfurnished,Ready to Move,Yelahanka,2.5,14.1,4,5,1390000,0,2,0,10
1494.0,3,3,1,1,2,7,15,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.5,2.1,1,1,22600000,0,1,0,4
978.0,2,3,2,1,0,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.3,11.7,3,3,7160000,0,1,0,7
975.0,3,3,2,1,0,10,20,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.8,19.7,4,4,5740000,0,1,1,8
1036.0,2,2,0,1,21,3,7,Independent House,Semi-Furnished,Under Construction,Koramangala,6.9,1.0,2,2,11460000,1,1,1,6
1260.0,3,3,2,1,2,1,5,Apartment,Unfurnished,Ready to Move,Jayanagar,6.9,11.5,3,0,12520000,0,2,0,5
2153.0,3,3,1,1,4,5,10,Villa,Unfurnished,Ready to Move,Electronic City,2.4,19.8,3,0,17180000,2,2,0,1
1772.0,4,4,0,1,24,2,5,Independent House,Semi-Furnished,Ready to Move,Koramangala,6.9,5.9,2,2,29330000,1,1,0,6
867.0,2,2,1,1,5,3,3,Apartment,Furnished,Ready to Move,Electronic City,3.7,20.0,4,4,5100000,0,0,0,1
783.0,2,3,1,1,0,2,3,Villa,Furnished,Ready to Move,Whitefield,4.1,15.4,6,2,9360000,2,0,0,9
1757.0,3,3,2,1,6,12,15,Villa,Semi-Furnished,Ready to Move,Whitefield,4.6,19.6,2,3,14350000,2,1,0,9
1850.0,4,4,0,1,0,1,3,Apartment,Furnished,Under Construction,Koramangala,5.7,1.0,2,3,26900000,0,0,1,6
1710.0,4,4,0,1,0,5,7,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.4,8.4,3,1,15380000,1,1,0,0
627.0,1,1,1,1,15,1,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,3.3,5.9,2,1,4790000,0,1,1,5
687.0,2,3,2,1,2,6,15,Apartment,Unfurnished,Ready to Move,Banashankari,3.1,5.9,5,1,4910000,0,2,0,0
